genus_name,mean_diam,median_diam,sd_diam,range_diam
ACER,10.60665991902834,8,8.763226904220874,0
ACER,10.60665991902834,8,8.763226904220874,317
QUERCUS,15.215525412649125,12,11.368659978068077,0
QUERCUS,15.215525412649125,12,11.368659978068077,305
